Owner,Collateral Type,Collateral Amount,Debt,Successfully Liquidated
SP1JBH2QG5PVT74HYP2CV9T5XRJSP81GYZBVEQ93K,STX-A,192849,64832,True
SP34M6R04MS19EW426W4PH9663942TRR21YYQE5KY,STX-A,2713942344,1092392817,True
SP2FHZCB4BWX89EE1V1Q4YZMF77ASX0GBCG13ZQM0,STX-A,329000000,179650450,True
SP3N6FS2TMC021WCAKBV4MGKCEZHD3HK6B2TJ23XJ,STX-A,105279591015,30037146153,True
SP1EJQF3A1K89H19CX0JSXJV93Z5KMGNBS5ZP2249,STX-A,321301,114110,True
SP3RTGVE6VBZB8YEGQKM5W0PWVV88T9FTZQ3S714Q,STX-A,37000000,9000000,True
SP8C31Q0BXR3JN4DQF2ZXRYFFASGEFP5BE5DR62N,STX-A,460376849,219940047,False
SP2MNH54VP0P229FY6AB8MQYBBX8HE2VNSS4B98BT,STX-A,50523541,28000000,True
SP2X4NB3HPV3VZZQV86CB8F4K364FY5XTHK56N80S,STX-B,12000000,7000000,True
SP1N5V0B9QF2QRTSDQVTKQ6X7PK7EVHXYT401GF3C,STX-A,98000000,25000000,True
SP1EVTVMRKYXYV04HJH3XJPHK5Z540M8AGK8Y2FE4,STX-A,4370559371,2104000000,True
SP3F26ZFXKZX70E1CB0GSZM4PR13Q3HQVHSA4ZGET,STX-A,130162,43617,False
SP2AZY74SHWPHFB67VPA4C7W5M8WMPZMBVQBK06HE,STX-A,800000000,400000000,True
SP2X7P20J3MWPB8H58PWAA8G06WNPK8P2FBYA8RG1,STX-B,130000000,60000000,True
SP1AH2EPY4YWTR0BV3PDX9DGTCRH5488SKZGH3C8P,STX-B,25000000,10000000,True
SP1EQDHWQ1MAZ0VX52ND2BVSQWP7Y2KV08S3KSAY6,STX-A,3381000000,1600000000,True
SP7RK2XD2KB2S4XAZ1K74HCGWXZ4JSYBAK6893Q2,STX-A,3216465948,1819000000,False
SP24GQGWVJ2J7F42E3TZMVACQX896RKK3Z1V9HXZK,STX-A,50000000,27000000,True
SPDX1P8WYK71NYQQ82BDVDPKM07ZXA6PF2XKTC4W,STX-A,129762,43488,True
SPF2FY4D6XZJPSCHCDY26K2REJMN0FVBEBRESEFS,STX-A,1415717469,902583820,True
SPY9J48GJXFDDBVNV4SREN6APJBTV226XFRCDCTZ,STX-A,10104963796,6156644200,True
SPESYCD35SFVDXP4K6K6D9H6VN0EEJ78BQ17A6ME,STX-B,66,40,False
SP24524RGK1VPNH0YZ51J9DGDFYT014GC2WY0S44C,STX-A,8590729964,2160000000,True
SP92C75TCAQ6G940GCR024ZEW53MV35DSKR9328B,STX-A,100000000,44819469,True
SP8PXM597MJXH5BD5FMWK3VN4E51Q7VTZW7RWHCV,STX-A,4951535008,2268632337,False
SP2EEJQ060B714W0DPXTZ9STWS9F1FXZ807ZYJPX5,STX-A,256384524,133000000,True
SPK7BNCX511MKE1173RQZCNKQDPVMNNSXEPJSKFN,STX-A,34272,12828,True
SP09WHDXNV8F2YX2X85B9KZ9R4C963XM31TG21NZ,STX-B,19649041670,5174315780,True
SPT2X3Q9V7R8N071ZKMGE5B26X47WC2GGC53A4FE,STX-A,8000000,4000000,True
SP2RHSEGX0TRM6TPX59QG7QZFHAA7GWZQMR2YYD36,STX-A,20000000,11000000,True
SP2QHQK90HWT2WRRDDS18FB7C8J5PF6ZAJ58J7YSD,STX-A,40000000,22000000,True
SPX9GJV2BPHY684445WTFWVCXPFH3AE5N7133YAB,STX-A,1000000000,546754180,True
SP2Z1W06B63KFYFFVPZ8Y1ZF27HYF3D6ERGZW5QT3,STX-A,200000000,100000000,True
SP3NZBJSWNA5BT8PX4C1YB5SPX7XCKKWTTJNQ9ZSH,STX-B,8000000,5000000,True
SPAJYAJBZDN49K04BEVZKEZ29MMRWB5VX1H5PS0B,STX-B,837927000,333521048,True
,,0,0,False
SPM3VEAX84AFTAXG4KPMXXDJHPXAMRJ1BDSSDQ8Q,STX-A,270000000,110000000,True
SP209BJGKZ9FN01TS54MZW7TT8CNTASW2FWGPDV55,STX-A,81396,22014,True
SP1XD3FHNYJ6CVD562532KVQ6NVYAR56G0TQMQ429,STX-B,3619000000,2200000000,True
SP16FQVRXF0E4YQF09D08NQDMG1D15C7ZMDD7S6EV,STX-A,82580,21942,True
SP37SKXH61ECE4B1KTDR1ZP32JXP81EJPTV5FKFYY,STX-A,49000000,20000000,True
SP37R5S8NSKWG7SGJ0N5DV4D8811KFE5W7H9HERH5,STX-A,250000000,119169066,True
SPHPHNN5XPAHCZWB5M5PVZ1KK8GY9C4KB1R7N6Z7,STX-A,1250000000,650000000,True
SP20NZZ0ZBAWN69Y82ABT140DS8DBG43H4YR7B5F,STX-A,60000000,26000000,True
SP3FYANEPQWPMB6AC6QF65Y78X2HRAE1YKTFA4P0A,STX-A,7795915,4713800,False
SP22ZAQG6E440QBQRP2A25D68B4N4GYQM7CT0RBK2,STX-A,105000000,40000000,True
SPEGNXRZ764RT6EWQVMFGZ7AR4Z6PV8VJ008QN99,STX-A,700000000,382000000,True
SP3Y9SWNSPDX6K6TFCFWTX3B3V4K3GB7KXB669GT4,STX-A,20000000,5000000,True
SP2F8E0737Z83159DS4GH881CKJJRZATKJT7RTX0E,STX-A,7000000,3000000,True
SP30HDQ1WGZRD1YTBRPPPYZHKQJ7E8CVYZCTHXKVX,STX-A,60000000,27000000,True
SPYR8YP15S1QAWCJ8TCVXAYJ2F57VD593ECRXMXT,STX-A,110000000,63000000,True
SP1DPTJHS9XWN3CYZGTTB6K0F0SSP97KTA4S2EZHE,STX-B,30000000,20000000,True
SPS41XCN6RWAWA77K2QKWHPQ9XGTSP1CDKZ3ZWHS,STX-A,255983647,135000000,True
SP95HQKZQ263XZZKANNFAJYCQZ3FCK9JRVKJPQ7J,STX-A,68980721,27000000,True
SP3SQYB13911D03C1XN4X9Y77CTVRBX8EPXWXN63K,STX-A,65013,21800,True
SP14TGZ8M5YVC0SM6NMF01D9JJ21T16A684NGSJ97,STX-A,6318467520,1888630859,True
SP3EJC48YEY7HHJCHYY17MQG139C37B4W26GHGA6E,STX-B,2720000000,1697000000,True
,,0,0,False
SP3QETBCGT1PJX0ZPNFMMHYZEQXER2M1M4AE0GAWW,STX-A,427390679,124771914,True
SP2CRFC4E448GAVN8RM8ZS4N2G9ZS16F3BABKZ9VV,STX-A,472709058,246000000,False
SP2EGR0Y7VTAEJG9ARS4QGRB6EG75257GMD69NB5G,STX-A,69296,22077,True
SP34M6R04MS19EW426W4PH9663942TRR21YYQE5KY,STX-B,100000000,59000000,True
SP14VNBCWK3H3P7B0N4BT032XDS7KHWPW47F6SHTK,STX-B,116000000,68000000,True
,,0,0,False
SPHPGBNFA4PK7NCVWXZ75CPPRA9Y8W0P6G7GV8KA,STX-B,4112857561,1880049090,False
SPM3VEAX84AFTAXG4KPMXXDJHPXAMRJ1BDSSDQ8Q,STX-A,400000000,144000000,True
SP3THKNVVSBKVS4M82PQ6WPFT74D96K0XD28T1Q10,STX-A,2006455763,600000000,True
SP3QRRS9QBBYBVNX2Y7WS4SY51N45YC9JH6EXQJTG,STX-A,340000000,194000000,True
SPBM9BTEYFTC50HTEGWHG39D7S7JHHBRYQ3Q159V,STX-A,1170279314,545354225,False
SP2046VNRGPPTV09HXEBA6EA4JRSFAB4Z90HBCPWD,STX-A,64280,21668,False
SP3703G782B0M0MY6DM1BHS8RPKP1R9KBX486MY3Q,STX-A,7185823871,3400000000,False
SPDY6GAH001JE2BF4YJDB3RNTCZ7DGK7VXDG9J91,STX-A,500000000,150000000,True
SP1MVN4WTAEA9AMNJT7QCAFXMQ1A9EBN58Y5FE2NE,STX-A,6000000,3000000,True
SP1CXDQR133G73DD3QPDMK5MQWHRC6Z0YMN80HR99,STX-A,32289833,13073456,True
SPFJQ1HKXPHNPK9RWWT6V30B9HRA6HJC0QZYM9ND,STX-A,1905582709,1024000000,True
,,0,0,False
SPY0PS5CYV12EBGH7CMCD98RGAP3CW24W2CNQN4G,STX-B,55384261,15506647,True
SP3Y9SWNSPDX6K6TFCFWTX3B3V4K3GB7KXB669GT4,STX-A,600000000,151000000,True
SP6Z0QQR7WBY4MDSY4F59V5YCT29B9KPQJT0TF45,STX-A,2500000000,1233000000,True
SP2A1W8JP4EQY55ZTJ4HFQMK4WPF9HW4XYZWNEWDC,STX-A,190062,65250,True
SP2X4NB3HPV3VZZQV86CB8F4K364FY5XTHK56N80S,STX-A,40000000,20000000,True
SP2QTDJ36A7V446XCJM4B2Q8G9X0WSTPWQ3WN77ZP,STX-A,99811200,47000000,False
SP3WDN9Y2T2JK43X6B04NJ472AY5EYG63WF7B0N2E,STX-A,80805725,46144109,False
SP3VQ781F0WE531CJ4Y9KN8D84XVX5WNKXDAY3JYB,STX-B,750000000,500000000,True
SP7X8T87XSFX39FCCE9E6W88NC91G009TXQZ4DC8,STX-A,102829333,54000000,True
SPK8X4P1YWBVHHZFTSZNXN4SVYCGY7B0PYYYB682,STX-A,10000000,5000000,True
SP3NPCHFE9VEZJTJMB5MHD189D6ZZ9T3FGP7DAT1A,STX-A,37000000,20000000,True
SP3RZDE0SV2A8PNFXCKX5R32VX9G9YE6P511X0JAP,STX-A,263256182,126362815,True
SP1JJHDWEX8TWDKANC2ZGR3R17P2JP07S8JPW1R5B,STX-A,1650000,979488,False
SPNPER203K27EP5K9HQKQDTFZBCKSEH44DMBQNWM,STX-A,100000000,50000000,True
SPDVAGX3EGETB7BJ6737FRS4DTNXC7CVSNFK7TSR,STX-B,2000000,1000000,True
SP2DKG1KGD123PBXG8HMC9WGFS82E6FFDKX5KK2F1,STX-A,81180,21935,True
SP3VEF4XJGQPYGVCCY0FVY7XVG3H16N95ZMAM3B5Z,STX-A,200000000,100000000,True
SP2R58JQ881P7QSBXQBF1H2N5CEYX8P06H4DS9B3,STX-A,2334002037,850000000,True
SP3H0S9BQVAY2HX3SWWYTGYDF7P5CWQC51PK4JGBV,STX-A,260000000,150000000,True
SP7QXF69DV4B5TV0GJGJFED2JBRED62BAX24R086,STX-A,325567,94626,False
SP1MVN4WTAEA9AMNJT7QCAFXMQ1A9EBN58Y5FE2NE,STX-A,41000000,20000000,True
SP119GBPAF81GXA1JF03EGE7G3BRCW8RKZS9S7P0,STX-A,14870599028,7630000000,True
SP2ZN0HD4VM65K9381WV8WDP5SBQ2STE4194ZFZT0,STX-A,80000000,45000000,True
SPQKBXJ27WMJZ31JP9MB1PKZ8YRYR5YWTVGT5Y7,STX-B,90000000,56000000,True
SP3SEFGN6PBB3FJQ4XQ5K5NCB07HN8RDGCAS4AC1Q,STX-A,130062,43590,True
SP32SRPYW7S8CW5WE488CVPCE5YD8DYNWYW60GTBJ,STX-A,81778387,33331749,True
SP1AH2EPY4YWTR0BV3PDX9DGTCRH5488SKZGH3C8P,STX-A,25000000,10000000,True
SP1B7FFVFHHBCB466DVJR02BQ7PS9TNW02YA29DR3,STX-B,2,1,False
,,0,0,False
SP2PWPZBMP03E2DW3E9XN2349D9NQ72M3P8WEPNMF,STX-A,600000000,150000000,True
SP1MSJSEH8WT6Z43JQMT67N3CDDGRRA4R30ZGX8YH,STX-A,6349227974,3585382632,False
SP2T7A953BFDW6B5QTW6STGX9YPWSJ9FKHN675D6P,STX-A,69480,22121,True
SP3TTSAVC72KKRQS0CHX186B2MRNQD0MBS7YD5CH,STX-A,20000000,6000000,True
SP30HDQ1WGZRD1YTBRPPPYZHKQJ7E8CVYZCTHXKVX,STX-B,100000000,64000000,True
SPRB3JCRYJQXAXFTFR78NM9FS1VB8CSSBX2RKKFW,XBTC-A,18372,3000000,True
SP19CFFFPNJXXPEBPDJXKJJ2TQT11WEK1M5GJN5W7,STX-A,123509621,33699600,True
SP399W7Z9WS0GMSNQGJGME5JADNKN56R65RC2E8B9,STX-A,200000000,100000000,True
SP1Y8PTDHGHTFQNM9T6P0XZ1EBHH6K6H152G85809,STX-A,2100000000,1155000000,True
SP3BDDG7S8KT56PQXK0KMF2JBT5YDSNSSGGMKYSPT,STX-A,238000000,100000000,True
SP2A2PRP42YGGJPRC59MJ44JM8ZFCNCNZSCGKW3QS,STX-A,500000000,250000000,True
SPSJZC8358HHYP7X1YY0EBPRFDM8Z1KHXB0ACEFJ,STX-A,64462,21725,True
SP35PPXHMC70N3RSW8J0WE951QC07YCT43ZBEQSC2,STX-A,50000000,15000000,True
SP35TFJ6RNGS7JZDMSGKDSMJJ2K99PJQWMQ4H5TYC,STX-A,1106000000,600000000,True
SPM3VEAX84AFTAXG4KPMXXDJHPXAMRJ1BDSSDQ8Q,STX-A,800000000,297000000,True
SP2GV4C3CQ77V6EN49E1N1N439RPKNEDKR93QGD98,STX-A,81496,22023,True
SP18SSC4VPYF2190FFECHR0SR1YB7T2BAXT96EN5P,STX-A,80000000,45000000,True
SP1Z2X5NMCBSDHT6VHA63BZQG8BXY19TY30DT72TG,STX-A,81432,22014,True
SP2KGGXYNK7P93RMJZXAKYBXA4Y1JZQZTWSYK8AGX,STX-A,1053707251,260000000,True
SPPHTVGGPYGDWV8VQWG5YEWT53ZN38FWB8HJVKJ9,STX-A,206472912,52401731,True
SP35V5E6GWMJEM7BMT8WK1ZHGPVP5NT9DZKV23D51,STX-A,10109506756,3265339214,False
SP2CDNFPSGPRNRNE1T24297PP4NDCHPZHQDER3X67,STX-A,115160,43185,True
SP119GBPAF81GXA1JF03EGE7G3BRCW8RKZS9S7P0,STX-A,6790478000,3410000000,True
SP26HV87537JY5550S2CY4HZ43Y3PR2QDKJYKYBG2,STX-A,16000000,8000000,True
SP3NZBJSWNA5BT8PX4C1YB5SPX7XCKKWTTJNQ9ZSH,STX-A,8000000,4000000,True
SPW813D5F5T8DFKE7ZSC14AZKSV80MAAM670HX7T,STX-A,170000000,99368740,True
SP15MCTMWQR1CC5PNFZ1GF33PHS6C7VM7RA5GRBC4,STX-B,2454764557,1630700865,False
SP35EF0EJV62BWBZRE1GT6XN1TSVN1H9MC2DEVP0F,STX-A,69332,22077,True
SPYK7WJCM4PMCEH4CCM4FHA3RTG946QKJBNN5553,STX-A,6502000000,4695449970,True
SP1A6BJNST4XNQYT6HKCZ5KX3G0DAWTMK34P7BHYX,STX-A,214000000,51322852,True
SP3AT1G15CYYD55JT9RCXG6M655AK0RYC8K2NP0B,STX-A,64513,21725,True
SP36HHQ8VD4GDJTAMEX3HZ2SP15KVHVFMDJR57CPR,STX-A,61187,21599,True
SP1WMDK3WHQMTZA6KNAGYQF6GE9XGDJPR80Y0C4FJ,STX-A,350000000,120000000,True
SP20T2Y5FEBRR6D42RG109CB7VJ0BGCMT9BY3K2VF,STX-B,2000000,1000000,True
SP38B866QTRR7PEZ4TKA0BQ1ZVQR5PFXC7GQ8TA43,STX-A,2830555556,2038000000,True
SPM3VEAX84AFTAXG4KPMXXDJHPXAMRJ1BDSSDQ8Q,STX-A,900000000,271000000,True
SP2GARQT5R8ENJYYZPCCFMCZA420HR809FX7C6QDJ,STX-A,81380,22014,True
SP1YR8XPY3JJZXQ91MMFTE1FT7RA7DF6NAWMQ2C84,STX-A,39616888707,17177738213,True
SPR35JC5BGKTN20GJAKRZJDM1P8J81NZSHZ40AV7,STX-A,200000000,100000000,True
SP2SWNHT2Z548J90EY7M5QCW1GXSZ0PH0CR954SXB,STX-A,757577347,197615449,True
SP233XSB2ASBJQ0E1A9V49F1FC3B6TT0X4Y3PES0T,STX-A,407000000,200100000,True
SP2XY8XXWCF0HJF53KBW5W16ESSGXJQHDCK044T16,STX-A,1137000000,607000000,True
SP2WW8M12WVGKN8V7AEFB1CWNY576S38AFRYE5ANG,STX-A,1000000000,450000000,True
SP2T3TZZJ6T85KZ0DD3EP1VFYN3163S64XWQJ336C,STX-A,41371,23898,False
SP3RXG6YN2PAEC1GK16M4KSHMBHAP7880R4F2EQ10,STX-A,70000000,27397425,True
SP2JWXVBMB0DW53KC1PJ80VC7T6N2ZQDBGCDJDMNR,STX-A,10000000000,4000000000,True
SP1ABF1R3B3KWN87PQWZ44MC5DA0V76ZA2P9PS669,STX-A,64345,21663,False
SP2AJXN904JSXMPHXW3CJEEKTEK169RT2QD48H7Q2,STX-A,10143681,4082747,True
SPR1JJNCKRQQTSE98HCR0XHK6QHFG4WAMRSV7KAG,STX-A,98000000,25000000,True
SP1C7N0JYSY3ZAPXJHVWWS0YQ4AHHKSYGWF8B1DAT,STX-A,15000000,8000000,True
SP34J4X76MEBK9KG45ZFG8ZQSDENY7PSV4A5E91EW,STX-A,100000000,55000000,True
SP2XFJN4A315QNCYAVPXXTT4ZSDBZRNK835BYQMPZ,STX-B,747068529,419000000,False
SP1XD3FHNYJ6CVD562532KVQ6NVYAR56G0TQMQ429,STX-B,7000000,4000000,True
SP37XZWB0DWXNKMT0172HHMWCK35VBBEK19DN2YYT,STX-A,80000000,40000000,True
SP1TCHR4YNKTS30EXCN2WE0EQEW7S364CKEHRPFV6,STX-A,181000000,99556668,True
SP335ZC3W6M308ZKTSCCBMR54GWA20RSXCKJPZC59,STX-B,142000000000,35035523959,True
SPKEERKSX4E5HKFBF1ZDTNED894WZF9SC5JX7CX6,STX-A,81380,22014,True
SP1JBVFTXHFX7DGANQ7YKNVKQ6VZZ30W3M82X1MAN,STX-A,930695218,408270676,True
SP1B90JH4QQGC9QNAY0MNK4H10Y8AGAG4B8ZNFYMZ,STX-A,82680,21957,True
SP1RQ6YHR7GXWY8X7VZBXHGRC231NX93W81VZQE51,STX-A,20000000,10000000,True
SPBE0C64WNPG01XBRRA39N38VK3NDPTPF2Z74TRD,STX-B,2701635,1027972,True
SP59VK4J3F5ZSS7WX6VB1AAWD2KH7W668VFC2QCD,STX-A,115120,43170,True
SPYR8YP15S1QAWCJ8TCVXAYJ2F57VD593ECRXMXT,STX-A,100000000,57000000,True
SP04FJ1VBN18JKG1FE6M7RGWPZT3XTPE4SXEC9H,STX-A,55000000,12000000,True
SP1D7H14YMARPB4G7R6SCEGGVGS78G4B3HQCZ43PM,STX-A,7050274398,2673505005,True
SP2BEBDJYKG9QVMF87QEFZMATRBV9ME2ACFA5AY1R,STX-A,1024838924,689738764,True
SP1P6XE2GG0MBSQMQ6EKQVFND46RKHYQKH92VKBSY,STX-A,260580112,115404716,True
SP2G8V5G9CAQ73XMX56VENNTHH7QNZRPR55YMAYBY,STX-A,3407169859,1801000000,True
SPK2780EBGCJG5BQKS62JG0SBPNBYNMYYF5XYFPE,STX-A,333595,96801,True
SPKQYX7V64SGYPZGBC7MV98MX4D39SCF45PQN9MD,STX-A,60000000,15000000,True
SPJNDBYSGM0Y6TVXDCQFVF7WT3GQ4Y511AVKV7Z2,STX-A,650000000,364000000,True
SP24TAB9H69TGJSJKY61K3VGJEN273WV153PWR8FA,STX-A,219496379,121968065,True
SP325DAYKWK2AST79G24TTJ9E28CBEESGRG9XWCAF,STX-B,100000000,38223333,True
SP7E34QCWBZKMWMAHZJ7GEYYZR10986KAVPPZWYZ,STX-A,1340692129,376669538,True
SP2A2PRP42YGGJPRC59MJ44JM8ZFCNCNZSCGKW3QS,STX-B,500000000,300000000,True
SPYK7WJCM4PMCEH4CCM4FHA3RTG946QKJBNN5553,STX-A,5000000000,3613495000,True
SP1RB9PE9EJ86BSPVC1TSMMED7XGCHRM486DKDN06,STX-A,69313,22079,True
SPZCT62CE8G2GKAJPKQ53564YTBY2VE4C245M2GV,STX-A,222792540,102500000,False
SP864ZD6NGM9215BJD5TWZDGRNSKXT686X5VEGWE,STX-A,350000000,150000000,True
SP9QNXEAPP9P5CDB5T5P120Q7ZBAWS2YHZ3Q38NH,STX-A,65096,21810,False
SP31HC33W5JVDADDC0MX1AS6H7AGAJ0YPVZKK20D0,STX-A,154138841,86829403,False
SP32M78XH97ZJDJF95E7RGXKXH2QCMQ6JFDF1XZ7F,STX-B,110314728881,28584872595,True
SP140C7442MG8F1651WF03K0GN0TA4WTY50A7P7VX,STX-A,100000000,54000000,True
SP1WHCEF60XCC1K5W0B6FDRE5305KXXSHC4D07BK7,STX-A,25000000000,13000000000,True
SPT298DGTCVJFTBYJJTWG14K6D2ZX1VG669EA36F,STX-A,10813368,2916533,True
SP3V29S20KP4BPZHBWYAXJWNBRAB66TPBDZ444995,STX-A,1150000000,359294642,True
SP9HX6K7K89M0K2JRSWYTDA3E5W41EAPHXYK93XE,STX-A,65113,21803,True
SP21VM88VH4R9KPWV39MA2J1B2ZB314GS2XF1J0PS,STX-A,1000000000,308000000,True
SPBM9BTEYFTC50HTEGWHG39D7S7JHHBRYQ3Q159V,STX-A,861453008,404496817,False
SP3J7YBMV29WQGSBGK6DJY0KBFR5GZGRG381PF1DE,STX-A,128996,43485,True
SP3YNW8VYWRY13M5T8E357RWYC1XEKW4G53ZH9D40,STX-A,8000000,4413364,True
SPKQYX7V64SGYPZGBC7MV98MX4D39SCF45PQN9MD,STX-A,10951488953,5203204231,True
SP2G53997NM5HK0FYC6AW1QBDKDSMV3GKHB64XZ5C,STX-A,95000000,25000000,True
SP1EJQF3A1K89H19CX0JSXJV93Z5KMGNBS5ZP2249,STX-A,282278,100251,True
SPPHTVGGPYGDWV8VQWG5YEWT53ZN38FWB8HJVKJ9,STX-A,1158525559,334590803,False
SPRP8E2B66J9C58QRC2F98P3YJ11GC33JK7YRCTN,STX-A,92000000,35000000,True
SP3H020MRYJFPDD808CGB9R6ZZYZCCS8AXNGMYJVF,STX-A,69480,22118,True
SP3VEF4XJGQPYGVCCY0FVY7XVG3H16N95ZMAM3B5Z,STX-A,100000000,40000000,True
SPD2VZM43WJTTZ6XETC14H3FXJH9H2B1PDQQ4NA2,STX-B,11620000,7709801,False
SP2F8E0737Z83159DS4GH881CKJJRZATKJT7RTX0E,STX-A,816891813,349509617,True
SP3679F31ETNS36KMG250SE3PJPT91B5Q3VVPPZYR,STX-A,105000000,51000000,True
SP1D4KV1PYZB92DN6WTZZP39HPDABR4ZBSMF6N5Q7,STX-A,82796,21980,True
SP2W4HSZ5MBP7BB643K5E0XG5TEEK73P1C1PWEY2A,STX-A,150000000,40000000,True
SP30X26Z7Z1R9YJ6QEHQZ5GPG9EV4MG2KFAESYK8Z,STX-A,2000000,1000000,True
SP3P8X7VY45Y9T21FNAJAG95H8ADE2MB00TCKRAXB,STX-A,50000000,27000000,True
SP3RHQ7157Q7V5777ED6W1AY4E10QS50EWQAC08CE,STX-A,30000000,8000000,True
SP1FWMX2QG3KN6BARN7R59TY4MK9K5XTSMA66YSJ7,STX-A,172968,64863,True
SP24EZHQVR7PTXRG0P8PQ1ZPRWH7H6HJ8RDAZFNZ4,STX-A,83113,22067,True
SP17ZSYNRWBSQJBCCWN4BAW4G9V8VC936EW98Z10G,STX-B,31000000,19000000,True
SP1EJQF3A1K89H19CX0JSXJV93Z5KMGNBS5ZP2249,STX-A,65658,22468,True
SP1AQEC1851MKFSEXT8097C3K405CBC2A817AQTRF,STX-A,172968,64863,True
SP1WN14EFH3AENCE7P79KS9E9FZ6QH4TNCPE1163,STX-A,48000000,26000000,True
SPM3VEAX84AFTAXG4KPMXXDJHPXAMRJ1BDSSDQ8Q,STX-A,700000000,269000000,True
SP11TS4Y2BGMZMWAYZ6MGM8CPG8VESFG09NV6FXGY,STX-A,128962,43467,True
SP29WC36JKHXYH1E0HSNT1G9PM34X4D2YF67BQQES,STX-A,64237,21659,False
SP4W74WSSGA891H3V34D4STXJGSTTWCRTPFYSKZ0,STX-A,2000000,1000000,True
SP3T7WAB5DMJ3JSRMCQF6SC7CG50DYYJVS4C303CN,STX-A,100000000,48617211,True
SP43A5P838QWPYBNTY0M37RJ91CF4TJMFM5SSWXQ,STX-A,3000000,1000000,True
SP2CGXF77ZRMA12GCJ3J5PC7XVDNERM02A0HR9M10,STX-B,50000000,30000000,True
SP16DR3V96K9BBE3D0BQQRA1FEFYTB5829CJWSGAW,STX-B,5000000,3000000,True
SP14XNHK0SA1N8RPCTXQJSDT4GPHGEWYH7VQETMQ0,STX-A,35000000,13000000,True
SP3D5HNRZQDKYS3RRFSCZ33MZ0MH0FCYNMVRV3AWJ,STX-A,2859966283,1134707787,True
SP2EJQWPQRJX3JDYSBT3BN10JRCPBN8JMN9QTFAST,STX-A,8000000,3000000,True
SPT0W7P8ZWJKEEJ6ENTYDAH6FXHC0ACYNKH73Q0R,STX-A,3766123211,886676905,True
SPHPHNN5XPAHCZWB5M5PVZ1KK8GY9C4KB1R7N6Z7,STX-A,3920940593,2000000000,True
SP33C3EK83NFZ9YHVKG2VP4PC59EDYN14Q229QBA4,STX-A,112271773,65539223,False
SP3J8VRTWJ00MXVP5ZV3NXFN70RY13SJMXSN1J4SX,STX-A,34000000,19716796,True
SP1JQ78JZA5979350ZQKBHZY79P903QKRKMHR7BCR,STX-A,98000000,53512900,True
,,0,0,False
SPT7J3VXH570NNCKRVJ7YEMBB5S7F2418RMH4KHM,STX-A,1000000000,573000000,True
SP511JC9NAVZKYJ0N3QY58RX38V3BX6XGHXJME7B,STX-A,4023883150,1300000000,True
SP38B866QTRR7PEZ4TKA0BQ1ZVQR5PFXC7GQ8TA43,STX-A,1724000000,515086909,True
SP1CREGBA2EY8YST9FVM3Z7HZKFA286QVKQ9RWJ0Z,STX-A,129862,43518,True
SPV9NSTB2SMP4AN77R74A7NWKH70PK5ZZJGXQPXZ,STX-A,2577886188,1360000000,False
SP16NP5N4Q9J3N5AZY91XAW2XNE11E9CNMQPA7MR8,STX-A,200000000,100000000,True
SPYMQGWH0SXVZQY2R46CYWVX1CEVHHV34H76DC49,STX-A,40000000,20000000,True
SP34NBA0BFND0710TXRM2MSZFX60VEHD5S8A62K8T,STX-A,2000000,1000000,True
SP2E205DXBA7AW2GH2H8ZFZ68S5WRHHY6A1RNRRXX,STX-A,4093148351,1109392524,True
SP1D1E5QDFP1QSKP8RERNM9524DETS8589W08RHYE,STX-B,73,39,True
SP2X0ZM1XEDJVXSGTBFRD8NZBXE5WFBX6CJVF517H,STX-A,400000000,200000000,True
,,0,0,False
SPW5G28D81QXNMCDM96XZVH87HBD1Y6Q3PPCS4GK,STX-A,82613,21942,True
SP2EEJQ060B714W0DPXTZ9STWS9F1FXZ807ZYJPX5,STX-A,206438425,108000000,True
SP33E9NRZQ3YCJM0A3Z6WA91JQKW62T5SPYHYTJHC,STX-A,788363823,190501814,True
SP2FJ5TKSCAE1VEEJ8DT64FT2GQJAVVA8X9J1FWYD,STX-B,100000000,46000000,True
SP3T23YN6MBF44YNV910FD8JNMN1NZYGKG3MMZ73X,STX-A,4000000,2000000,True
SPXEKXFSG75TQ28CQK6D6T49ZFV0B15Z963VV8A8,STX-A,168392,63509,True
SP3THKNVVSBKVS4M82PQ6WPFT74D96K0XD28T1Q10,STX-B,1010484801,500000000,False
SP60SD99KEWG7DMJYHGWM9K14D563ZZSDG6QV3SC,STX-A,100000000,60000000,True
SP2FZGK7779FA5S1F4QH2HYGP2S4X4845A1KHBESG,STX-A,100000000,50000000,True
SPM3VEAX84AFTAXG4KPMXXDJHPXAMRJ1BDSSDQ8Q,STX-A,200000000,76000000,True
SP140GG9DCG9JFGXE88A2YMZCFBTCRFJQ7MQK1WHX,STX-A,4000000000,2000000000,True
SP1JQNYF9ZYCDYZ36BWZFR4BAQYBGTKPTKXDC85SY,STX-A,5000000,3568683,True
SP372DM2AA7P9NK57E8AY36SABF7NVQ1J3Y21FM6D,STX-A,82696,21965,True
SPK2780EBGCJG5BQKS62JG0SBPNBYNMYYF5XYFPE,STX-A,9246,2552,True
SP1HW4T07QJX7MTYQMSNZZ4CVPXHSJYBN6N4ANJTM,STX-A,500000000,150000000,True
SP1YRN3TZF2JAT9SZB8HTTV4G3K007YDM2GDX50Z7,STX-A,165062,43857,True
SP3RXKXCGNKJ81NH1XHCZNGD6FTTWW4W0MYVZN170,STX-A,100000000,50000000,True
